Artist,Title,Medium,Medium_classified,Acquistion_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
ABELAM PEOPLE,Ceremonial bowl,,object,gift,2020,,,,Papua New Guinea,1965
ABELAM PEOPLE,Ceremonial bowl,,object,gift,2020,,,,Papua New Guinea,1965
KWOMA PEOPLE,Wasau (Yam ceremony effigy),,object,gift,2020,,,,Papua New Guinea,1965
"FERRAN, Anne",2 (from ‘1-38’ series),,photography,gift,2020,,1949,,New Zealand,2003
"FERRAN, Anne",6 (from ‘1-38’ series),,photography,gift,2020,,1949,,New Zealand,2003
"FERRAN, Anne",7 (from ‘1-38’ series),,photography,gift,2020,,1949,,New Zealand,2003
"FERRAN, Anne",8 (from ‘1-38’ series),,photography,gift,2020,,1949,,New Zealand,2003
"FERRAN, Anne",18 (from ‘1-38’ series),,photography,gift,2020,,1949,,New Zealand,2003
"FERRAN, Anne",19 (from ‘1-38’ series),,photography,gift,2020,,1949,,New Zealand,2003
"FERRAN, Anne",26 (from ‘1-38’ series),,photography,gift,2020,,1949,,New Zealand,2003
"FERRAN, Anne",31 (from ‘1-38’ series),,photography,gift,2020,,1949,,New Zealand,2003
"FERRAN, Anne",38 (from ‘1-38’ series),,photography,gift,2020,,1949,,New Zealand,2003
"STAVRIANOS, Wendy",Connecting threads (Beginning),,painting,gift,2021,,1941,,Australia,2019
"SITTHIKET, Vasan",Fight For Art!,,painting,gift,2020,,1957,,,2002
"SITTHIKET, Vasan",I am a mad King!,,painting,gift,2020,,1957,,,1999
"COOK, Ray",My new tattoo,,photography,gift,2020,,1962,,Australia,1992
"COOK, Ray",Unnamed,,photography,gift,2020,,1962,,Australia,1992
"COOK, Ray",Assault on Persia: Self portrait heavy with child,,photography,gift,2020,,1962,,Australia,1993
"COOK, Ray",Dawn patrol (from ‘The Transportation’ series),,photography,gift,2020,,1962,,Australia,1994
"COOK, Ray",Mother of nations: Portrait of the artist neglecting to keep himself nice,,photography,gift,2020,,1962,,Australia,1993
"COOK, Ray",The tusker triplets - Beatrice,,photography,gift,2020,,1962,,Australia,1990
"COOK, Ray",Puppy training,,photography,gift,2020,,1962,,Australia,1988
"COOK, Ray",Symbiosis: Meg & Su,,photography,gift,2020,,1962,,Australia,1990
"COOK, Ray",Lessons in male bonding: Portrait of the artist & his lover as portly courtesans,,photography,gift,2020,,1962,,Australia,1994
"CONSTABLE, Alan",Not titled (green and brown Polaroid camera),,object,gift,2020,,1956,,Australia,2015
"ERRÁZURIZ, Paz","Evelyn, Santiago (from ‘La manzana de Adán [Adam’s Apple]’ series)",,photography,gift,2020,,1944,,Chile,1983
"ERRÁZURIZ, Paz","Evelyn and Macarena, Santiago (from ‘La manzana de Adán [Adam’s Apple]’ series)",,photography,gift,2020,,1944,,Chile,1983
"ERRÁZURIZ, Paz","Evelyn, Santiago (from ‘La manzana de Adán [Adam’s Apple]’ series)",,photography,gift,2020,,1944,,Chile,1983
"ERRÁZURIZ, Paz",Evelyn (from ‘La manzana de Adán [Adam’s Apple]’ series),,photography,gift,2020,,1944,,Chile,1983
"MOLE, F J",Silver card case,,,assisted purchase,2020,,1913,,Australia,1913
"BROWN, attrib. to C.A.",Silver and mother-of-pearl shell brooch,,,assisted purchase,2020,,1850,1908,Australia,1890
D. MACKAY AND CO.,Gold and topaz bangle,,,gift,2020,,1884,1982,Australia,1900
"PETYARRE, Kathleen",Mountain Devil Lizard Dreaming,,painting,gift,2020,,1940,2018,Australia,1994
"INKAMALA, Dellina",Camping in Todd River. House too expensive $$$,,painting,gift,2020,,1984,,Australia,2018
"RUBUNTJA, Mervyn",X X NO FRACKING!,,painting,gift,2020,,1958,,Australia,2018
"INKAMALA, Clara",Aboriginal Hostel,,painting,gift,2020,,1954,,Australia,2018
"HUDSON, Noreen",I live at YIPIRINYA HOSTEL,,painting,gift,2020,,1954,,Australia,2018
"HUDSON, Noreen",My Dream is for my Country,,painting,gift,2020,,1954,,Australia,2018
"INKAMALA, Reinhold",MY HOMELESS COUNTRY,,painting,gift,2020,,1969,,Australia,2018
"INKAMALA, Kathy",In Papunya there would be 3 or 4 generations of families living in one house without their own space and it is a health and safety issue. Many people don't want to stay in their communities because of this,,painting,gift,2020,,1968,,Australia,2018
"TJAPANGATI, Matthew",Untitled,,painting,gift,2021,,1961,,Australia,2019
"BAADJO, Tossie",Karntawarra I,,painting,gift,2021,,1958,,,2008
"NAPANANGKA, Walangkura (Jackson)",Tjukurla,,painting,gift,2021,,1938,,Australia,2007
"TJAPALTJARRI, Hilary",Nginkulwalunya,,painting,gift,2021,,1941,2017,Australia,2011
"WATSON, Judy Napangardi",Mina Mina Jukurrpa (Mina Mina Dreaming) - Ngalyipi,,painting,gift,2021,,1925,2016,Australia,2013
"NAMPITJINPA, Kawayi",Untitled,,painting,gift,2021,,1938,2014,Australia,2012
"NAPANGATI, Mary",Untitled,,painting,gift,2021,,1955,,Australia,2017
"NANGALA, Josephine",Untitled,,painting,gift,2021,,1950,,,2018
"CLEMENTS, Benita",Kunga's Fried Kanga,,painting,gift,2021,,1980,,Australia,2020
"CLEMENTS, Benita",West MacDonnell's,,painting,gift,2021,,1980,,Australia,2020
"CLEMENTS, Benita",MOBWAY,,painting,gift,2021,,1980,,Australia,2020
"NAMATJIRA, Albert","Ghost Gums, Finke River Valley, James Range",,painting,gift,2020,,1902,1959,Australia,1950
"VASSILIEFF, Danila",Children with blue and green eyes,,sculpture,gift,2021,,1897,1958,United States,1947
"TJAPALTJARRI, Warlimpirrnga",Untitled,,painting,gift,2021,,1959,,Australia,1999
"SAYE, Khadija",Sothiou (from ‘Dwelling: in this space we breathe’ series),,graphics,gift,2021,,1992,2017,United States,2017
"SAYE, Khadija",Tééré (from ‘Dwelling: in this space we breathe’ series),,graphics,gift,2021,,1992,2017,United States,2018
"SAYE, Khadija",Andichurai (from ‘Dwelling: in this space we breathe’ series),,graphics,gift,2021,,1992,2017,United States,2018
"SAYE, Khadija",Limoŋ (from ‘Dwelling: in this space we breathe’ series),,graphics,gift,2021,,1992,2017,United States,2018
"SAYE, Khadija",Nak Bejjen (from ‘Dwelling: in this space we breathe’ series),,graphics,gift,2021,,1992,2017,United States,2018
"SAYE, Khadija",Ragal (from ‘Dwelling: in this space we breathe’ series),,graphics,gift,2021,,1992,2017,United States,2018
"SAYE, Khadija",Kurus (from ‘Dwelling: in this space we breathe’ series),,graphics,gift,2021,,1992,2017,United States,2018
"SAYE, Khadija",Peitaw (from ‘Dwelling: in this space we breathe’ series),,graphics,gift,2021,,1992,2017,United States,2018
"SAYE, Khadija",Toor-Toor (from ‘Dwelling: in this space we breathe’ series),,graphics,gift,2021,,1992,2017,United States,2018
"TRAILL, Jessie",Brisbane Cathedral,,graphics,gift,2020,,1881,1967,Australia,1920
"HIGGS, Florence M",Seagulls,,graphics,gift,2020,,1918,2006,Australia,1954
"PALMER, Ethleen",Shags,,graphics,gift,2020,,1906,1958,New Zealand,1950
"SMITH, Yasmin",Flooded Rose Red Basin,,installation,gift,2021,,1984,,New Zealand,2018
"DOWNS, Jarinyanu David",Kurtal with pink cloud,,painting,gift,2021,,1925,1995,,1992
"DOWNS, Jarinyanu David",Jakarra wearing Murungkurra headdress with Napjarri women,,painting,gift,2021,,1925,1995,,1992
"LEE, Lindy",Process/Journey,,new media,gift,2021,,1954,,Australia,2007
"MUDGEDELL, Patsy",Bush tucker fusion,,painting,gift,2021,,1960,,,2019
"TJUNGURRAYI, Helicopter Joey",Wangkartu,,painting,gift,2021,,1947,,,2020
"NAPURRULA, Walangkura Reid",Untitled,,painting,gift,2021,,1935,2004,Australia,2002
"TJAPALTJARRI, Morris Gibson",Untitled,,painting,gift,2021,,1957,2017,Australia,2014
"GARDINER, Nyaparu William",Jockey,,graphics,gift,2021,,1943,2018,,2017
"GARDINER, Nyaparu William",Old bloke,,painting,gift,2021,,1943,2018,,2016
"GARDINER, Nyaparu William",Untitled,,painting,gift,2021,,1943,2018,,2016
"PIERRE, attrib. to Georges France 1873-1943 OR BONTÉ, Elisabeth France dates unknown",Orchid pendant necklace,,,gift,2021,,1873,1943,,1900
"GAILLARD, Lucien",Comb (decorated with chestnut or maple leaf and ladybird),,,gift,2021,,1861,1942,France,1900
UNKNOWN,Libellule brooch,,,gift,2021,,,,,
"CAMERON, Julia Margaret","Mary Hillier and Four Other Women (""Have we not heard the Bridegroom is so sweet!"")",,photography,gift,2021,,1815,1879,,1874
"YANG, William",Vigil,,photography,gift,2022,,1943,,Australia,1994
"RAM, Kalu",Cycle of Life #01,,painting,gift,2021,,2010,,India,
"RAM, Kalu",Cycle of Life #02,,painting,gift,2021,,2010,,India,
"RAM, Kalu",Cycle of Life #05,,painting,gift,2021,,2010,,India,
"RAM, Kalu",Many Lives Lived #77,,painting,gift,2021,,2010,,India,
"RAM, Kalu",Many Lives Lived #76,,painting,gift,2021,,2010,,India,
"RAM, Kalu",Many Lives Lived #75,,painting,gift,2021,,2010,,India,
"YOUNGER, Jay",Inversions II,,graphics,gift,2021,,1960,,Australia,2015
"YOUNGER, Jay",Clive Palmer (from ‘Demagogues and Megalomaniacs’ series),,graphics,gift,2021,,1960,,Australia,2018
"YOUNGER, Jay",Pauline Hanson (from ‘Demagogues and Megalomaniacs’ series),,graphics,gift,2021,,1960,,Australia,2018
UNKNOWN,Preparing kava,,photography,gift,2021,,,,Fiji,1890
UNKNOWN,Fijian pottery,,photography,gift,2021,,,,Fiji,1890
"WATERS, John William",Water carrier Fijian,,photography,gift,2021,,1851,1934,United States,1890
"BRODZIAK, A.M.","Water carriers, Fiji",,photography,gift,2021,,,,Fiji,1890
UNKNOWN,Making native pottery,,photography,gift,2021,,,,Fiji,1890
UNKNOWN,Making native pottery,,photography,gift,2021,,,,Fiji,1890
FW CAINE AND COMPANY,"Pottery making, Kadavu, Fiji",,photography,gift,2021,,1904,,Fiji,1904
UNKNOWN,"Pottery making - Baking of pots, Kadavu, Fiji",,photography,gift,2021,,,,Fiji,1890
"BRODZIAK, A.M.","Making pottery, Fiji",,photography,gift,2021,,,,Fiji,1890
UNKNOWN,Four-fold screen: Trading ship of the Dutch East India Company in Nagasaki Bay,,painting,gift,2021,,,,Japan,
TANJORE OR TRICHINOPOLY ARTIST,Company painting of an entertainer with monkeys and goats,,painting,gift,2021,,,,India,1780
TANJORE OR TRICHINOPOLY ARTIST,Company painting of two entertainers with monkeys and goats,,painting,gift,2021,,,,India,1780
"ROPEYARN, Teho",Mandang Ikamba (Strength of a crocodile),,graphics,gift,2021,,1988,,Australia,2020
"KUNISADA II, Utagawa","Nakamura Shikan as Shuka, Sawamura Tanosuke as Princess Wakana and Ichikawa Kobunji as the labourer Shitabe Tadashichi",,graphics,museum accession,1976,,1823,1880,Japan,1864
"JACK, Kenneth","Grey Street Bridge, Brisbane",,graphics,gift,2021,,1924,2006,Australia,1953
"TANNER, Edwin",Histogram,,painting,gift,2021,,1920,1980,New Zealand,1954
"BORGELT, Marion",Moondance mural: no 1,,painting,gift,2021,,1954,,United States,2014
"CARMICHAEL, Sonja (Artist)",Quandamooka djagan marimba (Quandamooka Country is beautiful),,object,gift,2021,,1958,1987,Australia,2020
"CARMICHAEL, Sonja (Artist)",Wunjayi (Today),,,gift,2021,,1958,1987,Australia,2020
"WALKER, Robert",Ian Fairweather (from ‘Track’ series),,photography,gift,2021,,1922,2007,New Zealand,1968
"WALKER, Robert",Ian Fairweather (from ‘Track’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Track’ series),,photography,gift,2021,,1922,2007,New Zealand,1968
"WALKER, Robert",Ian Fairweather (from ‘Beach’ series),,photography,gift,2021,,1922,2007,New Zealand,1968
"WALKER, Robert",Ian Fairweather (from ‘Track’ series),,photography,gift,2021,,1922,2007,New Zealand,1968
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1968
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1968
"WALKER, Robert",Ian Fairweather (from ‘Track’ series),,photography,gift,2021,,1922,2007,New Zealand,1969
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Track’ series),,photography,gift,2021,,1922,2007,New Zealand,1968
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Track’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",William Robinson,,photography,gift,2021,,1922,2007,New Zealand,
"WALKER, Robert",Jan Senbergs,,photography,gift,2021,,1922,2007,New Zealand,
"WALKER, Robert",Arthur Boyd,,photography,gift,2021,,1922,2007,New Zealand,
"TO, Hiram",The Turn (from ‘I love you more than my own death’ series),,sculpture,gift,2021,,1964,2017,Australia,2007
"GOLE, OL, Joyce Mary Arasepa",Water storage pot - woman's face,,object,gift,2021,,1941,,Papua New Guinea,2009
THUKRAL & TAGRA,Somnium Genero - Pervigeo,,object,gift,2021,,2000,,India,2008
"MELLOR, Danie",Matter Matters,,sculpture,gift,2021,,1971,,United States,2019
"DUMBRELL, Lesley",Strand,,painting,gift,2021,,1941,,Australia,1977
"SETHASEREE, Thasnai","It's unclearly clear, as yet incomplete",,painting,gift,2021,,1968,,,2017
"MELLOR, Danie",A time of the World’s making,,graphics,gift,2021,,1971,,United States,2019
"MELLOR, Danie","A landspace: bala ngunyiny [the tableau, bala jarrga]",,object,gift,2022,,1971,,United States,2020
NI-VANUATU PEOPLE,Tamat (fern figure),,sculpture,gift,2021,,,,,1968
NI-VANUATU PEOPLE,Tamat (fern figure),,sculpture,gift,2021,,,,,1968
NI-VANUATU PEOPLE,Tamat (fern figure),,sculpture,gift,2021,,,,,1968
NI-VANUATU PEOPLE,Tamat (fern figure),,sculpture,gift,2021,,,,,1968
NI-VANUATU PEOPLE,Tamat (fern figure),,sculpture,gift,2021,,,,,1968
"SMITH, Grace Cossington","Deep water, Bobbin Head",,painting,gift,2021,,1892,1984,New Zealand,1942
"YANG, William",Self portrait #5,,photography,gift,2022,,1943,,Australia,2008
"KEJU, Deonaire",Anikoj Loeak,,photography,gift,2021,,1959,,,2021
"KEJU, Deonaire",B J Amon,,photography,gift,2021,,1959,,,2021
"KEJU, Deonaire",Ebeye boys building toy waa (canoe),,photography,gift,2021,,1959,,,2021
"KEJU, Deonaire",Isaiah Benjamin,,photography,gift,2021,,1959,,,2021
"KEJU, Deonaire",Milton Saimon,,photography,gift,2021,,1959,,,2021
"KEJU, Deonaire",Bukko Elso,,photography,gift,2021,,1959,,,2021
"KEJU, Deonaire",Ramos Bolear,,photography,gift,2021,,1959,,,2021
"KEJU, Deonaire",Ramos Bolear,,photography,gift,2021,,1959,,,2021
"KAUAGE, Mathias",Widow views Okuk’s coffin,,painting,gift,2021,,1944,2003,Papua New Guinea,2000
"SRIVILASA, Vipoo",Shrine of Life/Benjapakee Shrine,,installation,gift,2021,,1969,,United States,2021
"STEVENS, Grant",Baby please don't go,,new media,gift,2021,,1980,,Australia,2004
"STEVENS, Grant",Hot damn,,new media,gift,2021,,1980,,Australia,2003
"ELSO, Bukko",Waa (canoe),,sculpture,gift,2021,,2012,,,2021
"AMON, B J",Waa (canoe),,sculpture,gift,2021,,2013,,,2021
"LOEAK, Ainkoj",Waa (canoe),,sculpture,gift,2021,,2012,,,2021
"BENJAMIN, Isaiah",Waa (canoe),,sculpture,gift,2021,,2012,,,2021
"BENJAMIN, Isaiah",Waa (canoe),,sculpture,gift,2021,,2012,,,2021
"ANITAK, Akious",Waa (canoe),,sculpture,gift,2021,,2007,,,2021
"ELSO, Bukko",Waa (canoe),,sculpture,gift,2021,,2012,,,2021
"WALKER, Robert",Sir Robert Helpmann as Dr Cappelius in the ballet ‘Coppelia (1969)’,,photography,gift,2021,,1922,2007,New Zealand,1969
"WALKER, Robert","Frank Hodgkinson, painting in the bush",,photography,gift,2021,,1922,2007,New Zealand,
"WALKER, Robert",Ian Fairweather (from ‘Track’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1968
"WALKER, Robert",Ian Fairweather (from ‘Track’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Beach’ series),,photography,gift,2021,,1922,2007,New Zealand,1968
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"WALKER, Robert",Ian Fairweather (from ‘Beach’ series),,photography,gift,2021,,1922,2007,New Zealand,1967
"WALKER, Robert",Ian Fairweather (from ‘Beach’ series),,photography,gift,2021,,1922,2007,New Zealand,1968
"WALKER, Robert",Ian Fairweather (from ‘Hut’ series),,photography,gift,2021,,1922,2007,New Zealand,1968
"WALKER, Robert",Ian Fairweather (from ‘Shop’ series),,photography,gift,2021,,1922,2007,New Zealand,1966
"HENSON, Bill",Untitled,,graphics,gift,2021,,1955,,Australia,1999
"WILLIAMS, Justene",The Vertigoats,,installation,gift,2021,,1970,,New Zealand,2021
"HIGGS, Florence M",Herons,,graphics,gift,2021,,1918,2006,Australia,1953
"BECK, Richard",Inge King at Realities Gallery,,photography,gift,2021,,1912,1985,United States,1977
"STAUNTON, Madonna",Untitled,,,gift,2021,,1938,2019,Australia,1988
"STAUNTON, Madonna",Untitled,,,gift,2021,,1938,2019,Australia,1970
"GRANT, W.G.","Still life, white flowers",,painting,gift,2021,,1876,1951,Australia,
"DAWS, Lawrence",Asylum in Eden,,painting,gift,2021,,1927,,South Africa,1982
"GITTOES, George",Haircut (Samson and Delilah),,painting,gift,2021,,1949,,New Zealand,1972
"KAUAGE, Elisabet",Kiapten Kuk Ship,,painting,gift,2021,,1951,,Papua New Guinea,2002
"TAWALE, Salote",Super Super,,new media,gift,2021,,1976,,Fiji,2003
"TAWALE, Salote",Cocoon,,new media,gift,2021,,1976,,Fiji,2004
"ALOKOA, Ines J (Artist)",Miracle flower arrangement,,,gift,2021,,1963,1964,,2021
"ALOKOA, Ines J (Artist)",Miracle flower arrangement,,,gift,2021,,1963,1964,,2021
"ALOKOA, Ines J (Artist)",Miracle flower vine,,,gift,2021,,1963,1964,,2021
"PAULINA, Veniana Maraia",Saqa water vessel 3,,object,gift,2021,,1951,,Fiji,2021
"PAULINA, Veniana Maraia",Saqa water vessel 4,,object,gift,2021,,1951,,Fiji,2021
"PAULINA, Veniana Maraia",Saqa water vessel 5,,object,gift,2021,,1951,,Fiji,2021
"PAULINA, Veniana Maraia",Saqa water vessel 6,,object,gift,2021,,1951,,Fiji,2021
"PAULINA, Veniana Maraia",Muairua water vessel 3,,object,gift,2021,,1951,,Fiji,2021
"PAULINA, Veniana Maraia",Muairua water vessel 4,,object,gift,2021,,1951,,Fiji,2021
"PAULINA, Veniana Maraia",Muairua water vessel 5,,object,gift,2021,,1951,,Fiji,2021
"PAULINA, Veniana Maraia",Dratabua water vessel,,object,gift,2021,,1951,,Fiji,2021
"PAULINA, Veniana Maraia",Saqamoli water vessel 1,,object,gift,2021,,1951,,Fiji,2021
"PAULINA, Veniana Maraia",Saqamoli water vessel 2,,object,gift,2021,,1951,,Fiji,2021
"PAULINA, Veniana Maraia",Tagaurua water vessel 3,,object,gift,2021,,1951,,Fiji,2021
"LYMBURNER, Francis","Male dancer, Old Vic",,graphics,gift,2021,,1916,1972,Australia,1955
"FOLEY, Fiona",Sacred lotus lily I,,painting,gift,2021,,1964,,Australia,2003
