Artist,Title,Medium,Medium_classified,Acquistion_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
Helga Timgren,Talo Helsingholmenissa,,graphics,,,,1869,1940,,1929
Albert Edelfelt,Kirjailijatar Elsa Lindbergin muotokuva,,painting,,1898,,1854,1905,,1898
Emil Danielsson,Taloja Firenzessä,,painting,,,,1882,1967,,1925
Albert Edelfelt,"M:lle Malbrande, naisenpää",,graphics,,1922,,1854,1905,,
Magnus Enckell,Maisema,,painting,,1926,,1870,1925,,1890
Albert Edelfelt,"Muotokuvaharjoitelma prof. Strömborgista, rintakuva",,graphics,,1922,,1854,1905,,
Matti Visanti,"Legendat, Pyhä Anna - Karhurunosta",,graphics,,,,1885,1957,,1940
Louis Sparre,Sammon ryöstö,,graphics,,,,1863,1964,,1891
Helga Timgren,"Vanha mänty, Benskär",,graphics,,,,1869,1940,,1929
Pekka Halonen,Virran ranta,,painting,,1898,,1865,1933,,1897
Helga Timgren,Maisema Jungfruholmenista,,graphics,,,,1869,1940,,1930
Helga Timgren,Saaristomaisema Hiittisistä,,graphics,,,,1869,1940,,1930
Helga Timgren,Prackskär Hiittisissä,,graphics,,,,1869,1940,,1930
Orfeo Tamburi,Elle nro 6,,graphics,,,,1910,,,1969
Albert Edelfelt,Döbeln Juuttaalla-runon alkuvinjetti,,graphics,,,,1854,1905,,1897
Aukusti Tuhka,Tunturimaisema,,graphics,,,,1895,1973,,1951
Tyko Sallinen,Hihhulit,,painting,,,,1879,1955,,1918
Albert Edelfelt,"Karikatuuri O. Donnerista ja tuntemattomasta henkilöstä, päät",,graphics,,1922,,1854,1905,,
Helga Timgren,"Kalastajamökki, Wenö",,graphics,,,,1869,1940,,1929
Akseli Gallen-Kallela,"Tytön pää, Pikku Anna",,painting,,1897,,1865,1931,,1897
Eero Järnefelt,"Metsälampi, maisemaharjoitelma",,painting,,1899,,1863,1937,,1894
Ferdinand von Wright,Tunturimaisema,,graphics,,,,1822,1906,,1856
Tuulikki Pietilä,Kalanmyyjiä Amalfissa,,graphics,,,,1917,2009,,1952
Albert Edelfelt,Luutnantti Ziden- runon alkukirjain D. Originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen,,graphics,,,,1854,1905,,1897
Helga Timgren,"Kaksi mäntyä, Benskär",,graphics,,,,1869,1940,,1929
Werner Holmberg,Linnanpuisto auringonlaskun jälkeen,,painting,,1857,,1830,1860,,1856
Helga Timgren,Helsingholm Dragsfjärdissä,,graphics,,,,1869,1940,,1929
Orfeo Tamburi,Elle nro 7,,graphics,,,,1910,,,1969
,Maisema,,graphics,,,,,,,1850
Walter Piacesi,Pyövelin talo Luccassa,,graphics,,,,,,,1978
Pentti Lumikangas,Venetsian muisto,,painting,,2003,,1926,2005,,1984
Hjalmar Munsterhjelm,Koivumetsän sisusta,,painting,,1907,,1840,1905,,1865
Albert Edelfelt,Luonnos maalaukseen Poltettu kylä,,graphics,,,,1854,1905,,1878
Anders Ekman,"Asetelma, jossa on kuollut jänis, heinäsorsa, peltopyy, nyljetty jänis ja kana",,painting,,,,1833,1855,,1850
Matti Visanti,"Legendat, Jäniksen pyytäjän rukous",,graphics,,,,1885,1957,,
Orfeo Tamburi,Elle nro 4,,graphics,,,,1910,,,1969
Johan Knutson,Alppimaisema Baijerista,,painting,,,,1816,1899,,1873
Orfeo Tamburi,Elle nro 3,,graphics,,,,1910,,,1969
Albert Edelfelt,"""Hei Vaasan poikani eespäin!"" Luutnantti Ziden -runon alkuvinjetti",,graphics,,,,1854,1905,,1897
Victor Westerholm,Auringonlasku merenlahdella,,painting,,,,1860,1919,,1880
Tyko Sallinen,Pyykkärit,,painting,,,,1879,1955,,1911
Pentti Lumikangas,Venetsian portaat,,graphics,,2003,,1926,2005,,1978
Albert Edelfelt,Luutnantti Ziden-runon alkukirjain Z,,graphics,,,,1854,1905,,1897
,Maisema,,graphics,,,,,,,1850
Erik Johan Löfgren,Italialainen tamburiininsoittajatar,,painting,,1864,,1825,1884,,1864
Hjalmar Munsterhjelm,"Rajuilma, maisema Saksasta",,painting,,,,1840,1905,,1868
Åke Hellman,Alastonmalli,,graphics,,,,1915,2017,,1939
Anders Ekman,"Rakastavaiset muhkuraisen tammen alla, vasemmalla ammuttu peura ja jousipyssy",,graphics,,1913,,1833,1855,,1853
Åke Hellman,Maisema,,painting,,,,1915,2017,,1943
Åke Hellman,Sininen maisema,,graphics,,,,1915,2017,,1939
Marjatta Hanhijoki,Susanna,,graphics,,,,1948,,,1991
Marjatta Hanhijoki,Onko koira kotona,,graphics,,,,1948,,,1980
Albert Edelfelt,Döbeln Juuttaalla,,graphics,,,,1854,1905,,1897
Magnus von Wright,"Haahka, naaras ; keskeneräinen",,painting,,,,1805,1868,,1828
Albert Edelfelt,Döbeln Juuttaalla-runon alkukirjain H,,graphics,,,,1854,1905,,1897
Eino Ruutsalo,Kineettisiä kuvia,,new media,,,,1921,2001,,1962
Gunvor Grönvik,Katutyö,,painting,,,,1912,1955,,1944
Albert Edelfelt,"Berta Edelfelt, harjoitelma maalaukseen Hyvät ystävät (Berta ja Capi)",,graphics,,1922,,1854,1905,,1883
Johan Erik Lindh,"Hedelmäasetelma, kopio Jac. Stockmannin mukaan",,painting,,1865,,1793,1865,,
Vasili Verestshagin,Lumiset vuorenrinteet,,painting,,,,1842,1904,,1850
Tove Jansson,Mystinen maisema,,painting,,,,1914,2001,,1930
Sakari Marila,Kevätlento,,painting,,,,1945,,,1980
Sakari Marila,Iltarusko,,painting,,,,1945,,,1980
Mirja Airas,Tyyni,,graphics,,,,1945,,,2011
Akseli Gallen-Kallela,Pariisilainen takapiha,,painting,,1945,,1865,1931,,1884
Widolfa von Engeström-Ahrenberg,"Nuori tyttö, kopio Rembrandtin mukaan",,painting,,,,1845,1914,,1899
Albert Edelfelt,Torpan tyttö -runon alkukirjain J,,graphics,,,,1854,1905,,1897
Akseli Gallen-Kallela,Malliharjoitelma,,painting,,1945,,1865,1931,,1885
Werner Holmberg,Ihanteellinen maisema,,painting,,1861,,1830,1860,,1860
Erik Johan Löfgren,Omakuva,,painting,,1848,,1825,1884,,1847
Magnus Enckell,Maisema,,painting,,1926,,1870,1925,,1900
Albert Edelfelt,Italialainen puisto,,graphics,,1922,,1854,1905,,1876
Torsten Wasastjerna,Nuoren tytön muotokuva (Rhea Wasastjerna 1908-1992),,painting,,,,1863,1924,,1922
Torsten Wasastjerna,Nuoren tytön muotokuva (Amaryllis Regnell 1907-2008),,painting,,,,1863,1924,,1922
Pablo Picasso,Naisen rintakuva Cranach nuoremman mukaan,,graphics,,,,1881,1973,,1958
Albert Edelfelt,Hurtti ukko-runon alkukirjain N,,graphics,,,,1854,1905,,1897
Tove Jansson,Omakuva,,painting,,,,1914,2001,,1942
Ville Vallgren,Rakkauden kukka (Lumpeenlehtimalja),,sculpture,,,,1855,1940,,1894
Reidar Särestöniemi,Ilves,,painting,,2003,,1925,1981,,1964
Fiorella Diamantini,Punaisia tulppaaneja,,painting,,2015,,,,,2009
Reidar Särestöniemi,"Ilves, joka luuli olevansa jaguaari",,painting,,2003,,1925,1981,,1970
Fiorella Diamantini,Näkymiä Roomasta,,graphics,,,,,,,1955
Kalle Carlstedt,Onnen lintu,,graphics,,,,1891,1952,,1936
Matti Visanti,Kantelettaren kuvitusta (46) ; Luulin lumpehen pitävän,,graphics,,,,1885,1957,,1939
Ando Hiroshige,Syksyinen kuutamo Ishiyamalla,,graphics,,,,,,,1835
Torsten Wasastjerna,Varisevien lehtien tanssi (Makaavan naisen rintakuva) (luonnos),,painting,,,,1863,1924,,1894
Rabbe Enckell,Taiteilijan vaimon muotokuva,,graphics,,,,1903,1974,,1944
Rabbe Enckell,Omakuva,,graphics,,,,1903,1974,,1943
Rabbe Enckell,Omakuva (sairaalassa),,graphics,,,,1903,1974,,1940
Reino Harsti,Omakuva,,graphics,,,,1900,1979,,1940
,Näyttelijä Nakamura Utaroku tanssijatar O-Soden roolissa,,graphics,,,,,,,1830
Elin Danielson-Gambogi,Ruissalon silta,,painting,,,,1861,1919,,1891
Torsten Wasastjerna,Lumpeita poimimassa,,graphics,,,,1863,1924,,1905
,"Näyttelijät Iwai Shijaku ja Seki Sanjuro II, roolihenkilöt Izumo no O-Kuni ja Nagoya Sanzo",,graphics,,,,,,,1830
,Näyttelijä Ichikawa Danjuro VII Yoshizumin roolissa,,graphics,,,,,,,1825
,Näyttelijä Kataoka Nizaemon VII näytelmässä Azuma Kagami (Sogan suvun historia),,graphics,,,,,,,1817
Torsten Wasastjerna,Ranskalaisia silittäjiä,,painting,,,,1863,1924,,1889
,Näyttelijä Seki Sanjuro II näytelmässä Zensei kogane no hana (Verrattoman kaunis kultakukka),,graphics,,,,,,,1830
Charles Cottet,Bretagnelainen rantakylä (Camaret),,painting,,1899,,1863,,,1885
,Maisema,,graphics,,,,,,,1850
Helmi Kuusi,Lotta,,graphics,,,,1913,2000,,1942
Torsten Wasastjerna,Veto-oja,,graphics,,,,1863,1924,,1900
Torsten Wasastjerna,Varisevia lehtiä (Varisevien lehtien tanssi),,painting,,,,1863,1924,,1897
Albert Edelfelt,"Paroni A. de Portalis, luonnos",,graphics,,,,1854,1905,,1881
Reino Harsti,Naisen muotokuva,,graphics,,,,1900,1979,,1942
Edith Wiklund,Rukin ääressä,,graphics,,,,1905,1969,,1941
Magnus von Wright,Amerikanjääkuikka ; keskeneräinen,,painting,,,,1805,1868,,1836
Tyko Sallinen,Vanha Cagnes,,painting,,,,1879,1955,,1921
Karl Isakson,Omakuva,,painting,,1922,,1878,1922,,1905
Timo K. Mukka,Tunturin juurella,,graphics,,,,1944,1973,,1960
Albert Edelfelt,Luutnantti Ziden-runon loppuvinjetti,,graphics,,,,1854,1905,,1897
Antti Favén,"Karikatyyri, arkkitehti Eliel Saarinen",,graphics,,1919,,1882,1948,,
Lennart Forstén,"Kattilakoski Napapiirillä, kuvitusta teokseen Finland framställdt i teckningar, vihkot XXII ja XXIII",,graphics,,,,1817,1886,,1848
Ismo Kajander,Kansanlaulu,,object,,,,1939,,,2010
Torsten Wasastjerna,Rakastavaiset,,graphics,,,,1863,1924,,1904
Reino Harsti,Toipilas (omakuva),,graphics,,,,1900,1979,,1940
Hugo Simberg,"Hahmo erämaassa ja pääkallo, harjoitelma",,painting,,,,1873,1917,,1904
Torsten Wasastjerna,Montmorencysta,,painting,,,,1863,1924,,1890
Ina Colliander,Lepäävä,,graphics,,,,1905,1985,,1941
Juho Rissanen,Lattianpesijät,,painting,,,,1873,1950,,1908
Torsten Wasastjerna,Vene rannalla,,painting,,,,1863,1924,,1888
Torsten Wasastjerna,"""Halk' illan ruskon auerman""",,graphics,,,,1863,1924,,1904
Hjalmar Munsterhjelm,Maisema Prienistä,,painting,,1907,,1840,1905,,1870
Albert Edelfelt,Lukeva nainen,,graphics,,1913,,1854,1905,,1899
Torsten Wasastjerna,Nuoren tytön muotokuva (Saga Wasastjerna 1908-2003),,painting,,,,1863,1924,,1922
Torsten Wasastjerna,Nuoren valkopukuisen naisen muotokuva,,painting,,,,1863,1924,,1893
Akseli Gallen-Kallela,Sadepilviä järvimaiseman yllä,,painting,,,,1865,1931,,1883
Torsten Wasastjerna,"Vanha mies profiilissa, luonnos teokseen Sadun prinsessa",,painting,,,,1863,1924,,1895
Torsten Wasastjerna,Nuoren tytön muotokuva (Åsa Tegengren 1907/8-199?),,painting,,,,1863,1924,,1922
Ernst Mether-Borgström,Omakuva,,graphics,,,,1917,1996,,1945
Kauko Lehtinen,Ensimmäinen ihminen avaruudessa,,painting,,,,1925,2012,,1961
Albert Edelfelt,Taiteilija Eric O.W. Ehrströmin muotokuva,,graphics,,1913,,1854,1905,,1902
Helmi Kuusi,Luminen kylä,,graphics,,,,1913,2000,,1963
Erik Johan Löfgren,Nainen 1700-luvun puvussa (Nainen ruusu kädessä),,painting,,1885,,1825,1884,,1884
Enrico Paulucci,Veneitä ja uimaranta,,graphics,,,,,,,1963
Hjalmar Munsterhjelm,Lähestyvä ukonilma,,painting,,1907,,1840,1905,,1870
Orfeo Tamburi,Elle nro 1,,graphics,,,,1910,,,1969
Hilda Eloise Granstedt,Kuvanveistäjä C. E. Sjöstrandin muotokuva,,painting,,,,1841,1932,,1876
Johan Knutson,"Turun tuomiokirkko, originaalipiirustus teokseen Finland framställdt i teckningar",,graphics,,,,1816,1899,,1844
Reino Hietanen,Metafyysinen sommitelma,,painting,,,,1932,,,1990
Louis Sparre,Lohjan kirkon kellotapuli,,painting,,,,1863,1964,,1907
Louis Sparre,Aurajoen silta ja tuomiokirkko,,graphics,,,,1863,1964,,
Hjalmar Munsterhjelm,Virran rannalla,,painting,,1903,,1840,1905,,1870
Torsten Wasastjerna,"Vanha mies punaisessa lakissa, luonnos teokseen Sadun prinsessa",,painting,,,,1863,1924,,1895
Erik Johan Löfgren,Magnus von Wrightin muotokuva,,painting,,1869,,1825,1884,,1867
Paul Signac,St Julien-Beauchene,,painting,,1917,,1863,1935,,1914
Johan Knutson,"Prästön sotilassairaala, kuvitusta teokseen Finland framställdt i teckningar, vihkot XVIII ja XIX",,graphics,,,,1816,1899,,1848
Albert Edelfelt,"Prof. J.W. Runebergin muotokuvaharjoitelma, kasvot",,painting,,1922,,1854,1905,,
Federica Galli,Kylä puiden siimeksessä,,graphics,,,,,,,1991
Orfeo Tamburi,Elle nro 5,,graphics,,,,1910,,,1969
Maija Isola,Sommitelma,,painting,,,,1927,2001,,1956
Torsten Wasastjerna,"Kaksi kärpässientä, luonnos teokseen Sadun prinsessa",,painting,,,,1863,1924,,1895
Torsten Wasastjerna,"Prinsessa ja perhonen kärpässienen alla, luonnos teokseen Sadun prinsessa",,painting,,,,1863,1924,,1895
Werner Holmberg,Kyröskoski,,painting,,1870,,1830,1860,,1854
Magnus von Wright,Allihaahka ; keskeneräinen,,painting,,,,1805,1868,,1838
,Maisema,,graphics,,,,,,,1850
Albert Edelfelt,Döbeln Juuttaalla-runon loppuvinjetti,,graphics,,,,1854,1905,,1897
Orfeo Tamburi,Elle nro 2,,graphics,,,,1910,,,1969
Albert Edelfelt,"Sotilaan pää, päähine 1600-luvulta, harjoitelma Helsingin yliopiston juhlasalin freskomaalausta varten",,graphics,,,,1854,1905,,
Ferdinand von Wright,Asetelma ateljeesta,,painting,,1868,,1822,1906,,1868
Väinö Blomstedt,Jousiampuja,,painting,,,,1871,1947,,1897
Hugo Simberg,Inge Simbergin muotokuva,,painting,,,,1873,1917,,1908
Ina Colliander,Kukkopillit,,graphics,,,,1905,1985,,1966
Arvo Siikamäki,Kuoleva intiaani,,sculpture,,,,1943,,,1985
Vilho Lampi,Mietiskelijä,,painting,,,,1898,1936,,1929
Vilho Lampi,Raita,,painting,,,,1898,1936,,1934
Torsten Wasastjerna,"Jäkälä, luonnos teokseen Sadun prinsessa",,painting,,,,1863,1924,,1895
Magnus von Wright,Alli,,painting,,,,1805,1868,,1836
Vilho Lampi,Saunan katto,,painting,,,,1898,1936,,1935
Albert Edelfelt,Näyttelijätär Elli Grahn-Niskan muotokuva,,graphics,,1913,,1854,1905,,1903
Albert Edelfelt,Mies 1600-luvun puvussa,,graphics,,1913,,1854,1905,,1900
Pekka Halonen,Fiesole,,painting,,1946,,1865,1933,,1902
Akseli Gallen-Kallela,Saunassa,,painting,,,,1865,1931,,1889
Albert Edelfelt,Interiööri taiteilijan kotoa,,painting,,1935,,1854,1905,,
Timo K. Mukka,Omakuva Ateneumissa,,painting,,,,1944,1973,,1961
Verner Thomé,Omakuva,,painting,,,,1878,1953,,1914
Albert Edelfelt,Pariisitar,,painting,,,,1854,1905,,1885
Fiorella Diamantini,Toskanalainen kylä,,graphics,,2010,,,,,1990
Antti Favén,"Pesijättäriä, aihe Nizzasta",,painting,,1945,,1882,1948,,1907
Akseli Gallen-Kallela,Kalelan kuisti,,painting,,1945,,1865,1931,,1900
Sigrid Schauman,"Puu, Tullisaari",,painting,,,,1877,1979,,1936
Albert Edelfelt,"Kansikuva taidejulkaisuun ""Helsingfors - Paris 1889""",,graphics,,,,1854,1905,,1889
Åke Hellman,Alastonmalli,,graphics,,,,1915,2017,,1939
Åke Hellman,Luonnoskirja 19,,graphics,,,,1915,2017,,1943
Sigrid Schauman,Maisema Pariisista,,painting,,,,1877,1979,,1910
Edvard Munch,Kylpeviä miehiä,,painting,,,,1863,1944,,1907
Karin Hellman,Willendorfin Venus II,,,,,,1915,2004,,1969
Åke Hellman,Paarinkantaja,,graphics,,,,1915,2017,,1943
Maria Wiik,Tulppaaneja,,painting,,,,1853,1928,,
Ina Colliander,Veistos ja tulppaaneja,,painting,,,,1905,1985,,1977
Akseli Gallen-Kallela,Sammon ryöstö,,graphics,,1917,,1865,1931,,
Hugo Simberg,Luotsikadun ateljee,,graphics,,1987,,1873,1917,,1908
,Mongolien hyökkäys Japaniin 1281. Kopio 1200-luvun alkuperäisestä kuvarullasta,,graphics,,,,,,,1688
Albert Edelfelt,"Seisova miesmalli, akatemiaharjoitelma",,graphics,,,,1854,1905,,1875
Heikki Tuomela,Puinen rakennus,,painting,,,,1922,1991,,1980
Albert Edelfelt,Kutsukortti Albert Edelfeltin näyttelyyn,,graphics,,1913,,1854,1905,,1902
Enzo Bellini,Kani kukkaniityllä,,graphics,,,,,,,1983
Antti Favén,Harjoitelma naisen muotokuvaa varten (tohtorinna Edith von Bonsdorff),,painting,,,,1882,1948,,1922
Alfred William Finch,Veneitä rannalla,,graphics,,,,1854,1930,,
Alfred William Finch,Kaksi tulppaanimaljakkoa,,painting,,,,1854,1930,,1915
Juho Kyyhkynen,Kota,,painting,,,,1875,1909,,1909
Albert Edelfelt,Uusmaalainen maalaistyttö,,graphics,,1913,,1854,1905,,1902
Olli Miettinen,Näkkileipäasetelma,,painting,,,,1899,1969,,1931
Theodoor van Hoytema,Kaniineja,,graphics,,,,1863,1917,,
Henrik Tikkanen,Alastomat mies ja nainen,,graphics,,,,1924,1984,,
Henrik Tikkanen,Alaston istuva nainen,,graphics,,,,1924,1984,,
Henrik Tikkanen,Alaston nainen ja kissa,,graphics,,,,1924,1984,,
Henrik Tikkanen,Alaston nainen kontallaan,,graphics,,,,1924,1984,,
Henrik Tikkanen,Alaston nainen ja hevonen,,graphics,,,,1924,1984,,1970
Enzo Bellini,Eläimiä II,,graphics,,,,,,,1999
Alfred William Finch,"Harmaakantinen luonnoskirja, 23 lehteä",,graphics,,,,1854,1930,,
Alfred William Finch,Eteläsatama,,graphics,,1919,,1854,1930,,
Åke Hellman,Omakuva,,,,,,1915,2017,,1939
Hugo Simberg,Yökulkija,,painting,,,,1873,1917,,1890
Hugo Simberg,Fantasia,,painting,,2015,,1873,1917,,1892
Hugo Simberg,Aatami ja Eeva,,painting,,,,1873,1917,,1895
Åke Hellman,Nukkuva nainen,,graphics,,,,1915,2017,,1939
Johan Knutson,"Uusikaarlepyy, kuvitusta teokseen Finland framställdt i teckningar, vihkot XXVIII-XXX",,graphics,,,,1816,1899,,1850
,Näyttelijä Sawamura Gennosuke näytelmässä Kanadehon chusingura (Uskolliset vasallit),,graphics,,,,,,,1830
Pekka Halonen,Talvimaisema Kinahmista,,painting,,1923,,1865,1933,,1923
Katsushika Hokusai,Kohtaus tarinasta Kanadehon Chushingura (Uskolliset vasallit),,graphics,,,,,,,1799
Alberto Magnelli,"Salkusta ""I Collages di Magnelli"", nro 8",,graphics,,,,1888,1971,,1969
Albert Edelfelt,"Kaksi naisenpäätä, profiilit",,graphics,,,,1854,1905,,
Tyko Sallinen,Cannesista,,painting,,,,1879,1955,,1920
Alberto Magnelli,"Salkusta ""I Collages di Magnelli"", nro 2",,graphics,,,,1888,1971,,1969
Akseli Gallen-Kallela,"Sudenkuoppa, 6. luvun otsakuva",,graphics,,,,1865,1931,,1906
Albert Edelfelt,Maisemaharjoitelma,,graphics,,,,1854,1905,,
Albert Edelfelt,"Alaston miesmalli, akatemiaharjoitelma",,graphics,,,,1854,1905,,1875
Adolf von Becker,Kukkakuva,,painting,,,,1831,1909,,1862
Åke Hellman,Huivipäinen nainen,,graphics,,,,1915,2017,,1939
Henrik Tikkanen,Syleilevä pari,,graphics,,,,1924,1984,,
Henrik Tikkanen,Syleilevä pari,,graphics,,,,1924,1984,,
,Mereen putoava samurai-kypärä (triptyykin vasen puoli),,graphics,,,,,,,1850
Pierre Bonnard,Maisema sadesäällä,,painting,,,,1867,1947,,1909
Henrik Tikkanen,Mies ja nainen makaamassa päällekäin,,graphics,,,,1924,1984,,
Henrik Tikkanen,Alaston nainen ja kissa,,graphics,,,,1924,1984,,
Henrik Tikkanen,Alaston pari makaamassa vierekkäin,,graphics,,,,1924,1984,,
Henrik Tikkanen,Syleilevä pari,,graphics,,,,1924,1984,,
Henrik Tikkanen,Suuteleva pari,,graphics,,,,1924,1984,,
Albert Edelfelt,Bregentvedin linnasta,,graphics,,1913,,1854,1905,,1902
Anders Ekman,"Alternahrin linnanrauniot, näkymä kahden porttiholvin läpi",,painting,,1913,,1833,1855,,1850
Venny Soldan-Brofeldt,"Mooses lyö vettä kalliosta, kopio Murillon mukaan",,graphics,,1890,,1863,1945,,1880
,Kulkue,,graphics,,,,,,,1750
Venny Soldan-Brofeldt,Juhani Ahon muotokuva,,painting,,,,1863,1945,,1891
Venny Soldan-Brofeldt,"Vanha nainen, Anna Richter",,painting,,,,1863,1945,,
Ester Helenius,Maisema Ranskasta,,painting,,,,1875,1955,,1927
Urpo Wainio,Pierrot (Pajatson prologi),,painting,,,,1910,1975,,1947
Anders Ekman,"Linna, Altenahr, Kirchhof",,graphics,,1913,,1833,1855,,1854
Hugo Simberg,Fantasia 1. Kuu nousee (Jättiläinen juo) 2.Luonnos Väinämöiseen ja Ikitursoon,,painting,,,,1873,1917,,
,Näyttelijät Nakamura Daikichi III Okatsun roolissa ja Arashi Rikan II Okatsun veljen Yamanaka Shikanosuken roolissa kabuki-näytelmässä Keisei Hana ikada [Kurtisaani ja kukkalautta],,graphics,,,,,,,
Alexander Lauréus,Vuoristosola,,graphics,,1917,,1783,1823,,1817
Birger Carlstedt,Kukkaismyyjä,,painting,,,,1907,1975,,1942
Ilja Repin,"Konstantin Nikolai Lebedev, luonnos maalaukseen A. Puškin Lyseon juhlatilaisuudessa tammikuun 8. päivänä vuonna 1815",,graphics,,,,1844,1930,,1911
Robert Wilhelm Ekman,Ilmatar,,painting,,,,1808,1873,,1860
Marcus Collin,Talvi-ilta,,painting,,,,1882,1966,,1916
,Iiriksen kukka viuhkan kuviona. Kacho-ga(Kuvia kukista ja linnuista),,graphics,,,,,,,1838
Verner Thomé,Kylpeviä poikia,,painting,,1910,,1878,1953,,1910
Ilja Repin,Nuori nainen vaaleanpunaisessa puserossa,,painting,,,,1844,1930,,1903
Ilja Repin,"Huivipäinen talonpoikaistyttö, harjoitelma",,painting,,,,1844,1930,,
Tyko Sallinen,Omakuva,,painting,,,,1879,1955,,1914
Werner Holmberg,Metsämaisema Näsijärven lähistöllä ; keskeneräinen,,painting,,1886,,1830,1860,,1859
Hugo Simberg,Noita roviolla,,painting,,,,1873,1917,,
Tuulikki Pietilä,Albergo Rufolo III,,graphics,,,,1917,2009,,1953
Ilja Repin,"Adelina Patti, harjoitelma",,painting,,,,1844,1930,,1870
Werner Holmberg,Maisema lampaineen,,painting,,,,1830,1860,,1860
Tuulikki Pietilä,Hiiltynyt talo,,graphics,,,,1917,2009,,1957
Ilja Repin,"Kaksi talonpoikaa, harjoitelma",,painting,,,,1844,1930,,
Tapio Junno,Isännät ja isäntien varjot,,sculpture,,,,1940,2006,,1995
Albert Edelfelt,Madonna ja lapsi,,graphics,,1913,,1854,1905,,1899
Hugo Backmansson,Mies Marrakechista,,painting,,,,1860,1953,,1909
Tuulikki Pietilä,Piirtäjä,,graphics,,,,1917,2009,,1950
Wilho Sjöström,Professori J. J. Tikkasen muotokuva,,painting,,,,1873,1944,,1913
Victoria Åberg,Tuulimylly,,painting,,,,1824,1892,,
Ilja Repin,Aateliston kesäjuhla,,painting,,,,1844,1930,,1894
Ilja Repin,Luonnos maalaukseen Zaporogit kirjoittamassa pilkkakirjettä Turkin sulttaanille,,graphics,,,,1844,1930,,1887
Tapio Junno,Kuuikkuna,,sculpture,,,,1940,2006,,1971
Albert Edelfelt,Naisen pää,,graphics,,1913,,1854,1905,,1899
Victoria Åberg,Kuutamomaisema,,painting,,1876,,1824,1892,,1872
Tuulikki Pietilä,Marseille,,graphics,,,,1917,2009,,1950
Tuulikki Pietilä,Öinen lastaus,,graphics,,,,1917,2009,,1948
Anders Ekman,Altenahrin linna kuutamossa,,graphics,,1913,,1833,1855,,1854
Helene Schjerfbeck,"Mies leveälierisessä hatussa, kopio Frans Halsin mukaan",,painting,,,,1862,1946,,1892
Magnus Enckell,Alaston poika,,graphics,,,,1870,1925,,
Victoria Åberg,Siltamaisema Saksasta,,painting,,,,1824,1892,,
Magnus Enckell,Istuva alaston,,graphics,,,,1870,1925,,1913
Johan Knutson,"Lapua, kuvitusta teokseen Finland framställdt i teckningar, vihkot XXVIII-XXX",,graphics,,,,1816,1899,,1850
Anders Ekman,Maisemaluonnos Altenahrista,,graphics,,1913,,1833,1855,,1854
Aarno Salosmaa,Sommitelma,,painting,,,,1941,2008,,1973
Paavo Kauramäki,"""12.11.79""",,painting,,,,1929,2012,,1979
Alberto Magnelli,"Salkusta ""I Collages di Magnelli"", nro 9",,graphics,,,,1888,1971,,1969
Albert Edelfelt,Tyttöjä veneessä (Kesä saaristossa),,painting,,1935,,1854,1905,,1883
